00:04:26.895,44.03,204.47


00:04:36.924,44.21,204.11


00:04:46.924,44.37,203.71


00:04:56.946,44.53,203.29


00:05:06.940,44.67,202.89


00:05:16.968,44.81,202.45
00:05:26.985,44.93,202.05


00:05:37.004,45.09,201.63


00:05:46.988,45.19,201.19


00:05:57.013,45.35,200.79


00:06:07.037,45.47,200.35


00:06:17.057,45.57,199.97


00:06:27.048,45.71,199.53


00:06:37.077,45.79,199.09


00:06:47.067,45.91,198.67


00:06:57.094,46.01,198.27


00:07:07.115,46.13,197.87


00:07:17.108,46.21,197.47


00:07:27.137,46.29,197.03


00:07:37.132,46.41,196.63


00:07:47.159,46.47,196.21


00:07:57.183,46.59,195.81


00:08:07.177,46.67,195.39


00:08:17.204,46.75,194.97


00:08:27.198,46.81,194.59


00:08:37.226,46.91,194.17


00:08:47.222,47.01,193.77


00:08:57.252,47.07,193.37


00:09:07.248,47.11,192.97


00:09:17.269,47.19,192.57


00:09:27.289,47.25,192.17


00:09:37.315,47.33,191.75


00:09:47.302,47.35,191.35


00:09:57.326,47.43,190.95


00:10:07.323,47.45,190.53


00:10:17.341,47.51,190.13
00:10:27.367,47.55,189.75


00:10:37.394,47.55,189.37


00:10:47.386,47.63,188.97


00:10:57.415,47.63,188.57


00:11:07.404,47.69,188.17


00:11:17.432,47.75,187.79


00:11:27.457,47.75,187.39


00:11:37.453,47.79,187.01


00:11:47.474,47.79,186.63


00:11:57.470,47.79,186.21


00:12:07.488,47.83,185.83


00:12:17.513,47.83,185.45
00:12:27.512,47.85,185.09


00:12:37.539,47.85,184.71


00:12:47.540,47.89,184.33


00:12:57.570,47.91,183.95


00:13:07.562,47.87,183.55


00:13:17.593,47.91,183.21


00:13:27.582,47.91,182.81


00:13:37.606,47.95,182.45


00:13:47.636,47.97,182.07


00:13:57.629,47.97,181.73


00:14:07.653,47.99,181.35


00:14:17.651,47.99,180.97


00:14:27.673,47.99,180.61


00:14:37.672,48.01,180.23
00:14:47.694,48.03,179.87


00:14:57.719,48.03,179.51


00:15:07.716,48.07,179.13


00:15:17.746,48.07,178.77


00:15:27.743,48.05,178.45


00:15:37.775,48.09,178.07


00:15:47.761,48.09,177.73


00:15:57.790,48.11,177.37


00:16:07.790,48.11,177.01


00:16:17.806,48.13,176.65


00:16:27.829,48.15,176.31


00:16:37.851,48.15,175.97


00:16:47.846,48.15,175.61


00:16:57.873,48.19,175.27


00:17:07.867,48.21,174.91


00:17:17.900,48.19,174.55


00:17:27.893,48.21,174.21


00:17:37.917,48.21,173.85


00:17:47.915,48.23,173.51


00:17:57.936,48.23,173.17


00:18:07.959,48.21,172.81


00:18:17.981,48.23,172.47


00:18:27.971,48.23,172.11


00:18:37.993,48.25,171.81


00:18:48.009,48.25,171.47


00:18:58.032,48.23,171.13


00:19:08.028,48.23,170.79
00:19:18.049,48.25,170.47


00:19:28.075,48.29,170.17


00:19:38.067,48.29,169.85


00:19:48.097,48.27,169.49


00:19:58.087,48.25,169.13


00:20:08.108,48.25,168.81


00:20:18.137,48.25,168.49


00:20:28.153,48.25,168.19


00:20:38.145,48.25,167.85


00:20:48.174,48.29,167.51


00:20:58.170,48.25,167.19


00:21:08.195,48.29,166.89


00:21:18.216,48.25,166.55


00:21:28.208,48.29,166.23


00:21:38.230,48.25,165.91


00:21:48.228,48.25,165.57


00:21:58.256,48.25,165.25


00:22:08.285,48.25,164.95


00:22:18.275,48.23,164.61


00:22:28.300,48.23,164.33


00:22:38.295,48.23,164.01


00:22:48.318,48.21,163.69


00:22:58.348,48.21,163.37


00:23:08.343,48.21,163.09


00:23:18.343,48.21,162.77


00:23:28.366,48.19,162.47


00:23:38.388,48.19,162.13


00:23:48.411,48.19,161.85


00:23:58.406,48.13,161.53


00:24:08.430,48.13,161.21


00:24:18.425,48.13,160.91
00:24:28.441,48.11,160.61


00:24:38.471,48.11,160.33


00:24:48.469,48.09,160.01


00:24:58.499,48.09,159.73


00:25:08.506,48.07,159.41


00:25:18.504,48.03,159.11


00:25:28.533,48.03,158.81


00:25:38.527,48.01,158.53


00:25:48.554,48.03,158.25


00:25:58.552,48.01,157.93


00:26:08.574,48.01,157.65


00:26:18.602,47.97,157.35


00:26:28.599,47.93,157.07


00:26:38.621,47.91,156.75


00:26:48.645,47.91,156.49


00:26:58.645,47.91,156.19
00:27:08.674,47.87,155.89


00:27:18.668,47.87,155.59


00:27:28.697,47.83,155.33


00:27:38.694,47.81,155.03


00:27:48.722,47.81,154.75


00:27:58.719,47.79,154.45


00:28:08.745,47.77,154.21


00:28:18.733,47.77,153.91


00:28:28.763,47.75,153.63


00:28:38.790,47.73,153.35


00:28:48.786,47.71,153.05


00:28:58.811,47.67,152.79


00:29:08.800,47.67,152.49


00:29:18.824,47.67,152.27


00:29:28.853,47.65,151.93


00:29:38.843,47.63,151.67


00:29:48.874,47.57,151.41


00:29:58.865,47.55,151.13


00:30:08.890,47.55,150.87


00:30:18.917,47.51,150.55


00:30:28.910,47.47,150.29


00:30:38.933,47.43,150.01


00:30:48.957,47.43,149.77


00:30:58.958,47.41,149.51


00:31:08.990,47.35,149.23


00:31:18.969,47.35,148.97
00:31:28.993,47.31,148.69


00:31:39.026,47.23,148.41


00:31:49.026,47.21,148.15


00:31:59.020,47.17,147.87


00:32:09.041,47.11,147.59


00:32:19.071,47.07,147.31


00:32:29.070,47.03,147.07


00:32:39.094,46.97,146.81


00:32:49.091,46.95,146.53


00:32:59.117,46.89,146.25


00:33:09.112,46.87,146.01


00:33:19.143,46.77,145.73


00:33:29.137,46.75,145.47


00:33:39.170,46.71,145.23


00:33:49.171,46.67,144.95


00:33:59.198,46.65,144.71


00:34:09.195,46.59,144.45


00:34:19.217,46.55,144.19


00:34:29.213,46.51,143.95


00:34:39.239,46.45,143.71


00:34:49.270,46.43,143.43


00:34:59.263,46.37,143.17


00:35:09.266,46.35,142.93


00:35:19.295,46.33,142.69


00:35:29.322,46.29,142.43


00:35:39.316,46.25,142.19


00:35:49.315,46.21,141.95


00:35:59.341,46.17,141.67
00:36:09.368,46.13,141.43


00:36:19.357,46.13,141.19


00:36:29.391,46.09,140.97


00:36:39.386,46.03,140.69


00:36:49.414,46.03,140.45


00:36:59.409,46.01,140.21


00:37:09.436,45.99,139.97


00:37:19.435,45.93,139.71


00:37:29.463,45.91,139.49


00:37:39.467,45.87,139.23


00:37:49.495,45.87,139.01


00:37:59.488,45.81,138.79


00:38:09.517,45.81,138.51


00:38:19.542,45.79,138.27


00:38:29.546,45.77,138.05


00:38:39.547,45.73,137.79


00:38:49.568,45.69,137.57


00:38:59.563,45.67,137.37


00:39:09.593,45.65,137.13


00:39:19.593,45.67,136.89


00:39:29.618,45.61,136.67


00:39:39.646,45.59,136.41


00:39:49.636,45.59,136.21
00:39:59.660,45.57,135.97


00:40:09.653,45.49,135.69


00:40:19.683,45.51,135.47


00:40:29.687,45.47,135.27


00:40:39.715,45.47,135.07


00:40:49.706,45.43,134.79


00:40:59.729,45.41,134.57


00:41:09.764,45.41,134.37


00:41:19.762,45.35,134.13


00:41:29.763,45.35,133.93


00:41:39.789,45.31,133.67


00:41:49.815,45.29,133.45


00:41:59.808,45.23,133.21


00:42:09.836,45.23,133.01


00:42:19.829,45.23,132.81


00:42:29.858,45.21,132.55


00:42:39.852,45.13,132.31


00:42:49.876,45.13,132.11


00:42:59.898,45.09,131.87
00:43:09.890,45.11,131.67


00:43:19.912,45.03,131.45


00:43:29.938,45.03,131.21


00:43:39.937,45.01,131.01


00:43:49.965,44.99,130.79


00:43:59.960,44.99,130.61


00:44:09.987,44.95,130.39


00:44:19.985,44.95,130.17


00:44:30.007,44.89,129.91


00:44:40.012,44.87,129.75


00:44:50.038,44.85,129.51


00:45:00.065,44.79,129.31


00:45:10.057,44.77,129.11


00:45:20.085,44.75,128.87


00:45:30.076,44.69,128.65


00:45:40.100,44.71,128.47


00:45:50.122,44.67,128.27


00:46:00.115,44.67,128.03


00:46:10.136,44.63,127.83


00:46:20.164,44.59,127.59


00:46:30.146,44.57,127.41


00:46:40.171,44.53,127.21


00:46:50.197,44.51,127.01


00:47:00.191,44.47,126.79


00:47:10.217,44.47,126.57


00:47:20.237,44.45,126.37


00:47:30.226,44.43,126.17


00:47:40.254,44.37,125.95
00:47:50.255,44.35,125.75


00:48:00.279,44.33,125.55


00:48:10.278,44.33,125.35


00:48:20.307,44.29,125.15


00:48:30.325,44.25,124.97


00:48:40.324,44.21,124.73


